time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,mag_X,mag_Y,mag_Z,temperature,pressure,VOC,CO2,Humidity
2025/03/23-11:02:30,602,-14,4592,-110,218,294,410,-45,-81,24.79,997.0,0.47,500,41.1
2025/03/23-11:03:00,1413,-457,3950,-327,-447,1410,351,-139,-203,25.54,996.6,0.5,500,39.22
2025/03/23-11:03:30,-1206,-406,4028,-343,464,-1042,437,-201,-170,24.99,996.97,0.48,500,40.84
2025/03/23-11:04:00,-1836,-233,4060,489,161,1623,494,-249,-217,25.15,996.63,0.47,500,41.89
2025/03/23-11:04:30,1403,-165,3875,-441,389,2361,420,-167,-20,25.79,996.7,0.5,500,40.97
2025/03/23-11:05:00,-1025,-165,4202,-190,300,207,244,-166,-232,24.73,996.83,0.47,500,40.29
2025/03/23-11:05:30,-1399,-276,4445,-498,-498,2921,405,-63,-119,24.69,996.68,0.45,500,41.76
2025/03/23-11:06:00,-132,-400,4400,386,-248,-868,201,-92,-71,24.77,996.6,0.47,500,39.06
2025/03/23-11:06:30,1483,177,4467,403,-276,2915,424,-157,-81,24.54,996.83,0.49,500,40.15
2025/03/23-11:07:00,-861,483,3964,-166,288,-1693,345,-122,-41,25.48,996.92,0.5,500,40.08
2025/03/23-11:07:30,1895,107,3813,-214,240,878,268,-161,-55,25.94,996.93,0.5,500,41.54
2025/03/23-11:08:00,-1045,415,4570,34,-326,-2709,311,-209,-120,25.77,996.76,0.49,500,39.86
2025/03/23-11:08:30,558,116,3898,217,-466,2855,472,-104,-197,25.84,996.73,0.48,500,40.21
2025/03/23-11:09:00,-720,401,3992,178,-145,2771,495,-104,-77,25.07,996.92,0.49,500,39.63
2025/03/23-11:09:30,-697,-423,4390,-165,-134,2363,443,-208,-164,25.68,996.86,0.49,500,41.57
2025/03/23-11:10:00,-1948,-252,4529,-356,265,1385,312,-239,-105,25.98,996.88,0.47,500,40.01
2025/03/23-11:10:30,1796,383,4060,63,320,2284,222,-154,-125,25.77,996.93,0.5,500,40.98
2025/03/23-11:11:00,-1966,-80,4289,360,-392,2246,309,-242,-216,25.32,996.98,0.48,500,40.95
2025/03/23-11:11:30,-1138,394,4334,443,-53,655,415,-164,-76,24.51,996.83,0.47,500,41.3
2025/03/23-11:12:00,1192,275,4260,-84,-187,-1007,350,-59,-162,25.81,996.5,0.48,500,40.34
2025/03/23-11:12:30,-1999,-419,4496,-406,446,302,464,-32,-228,25.44,996.86,0.47,500,40.64
2025/03/23-11:13:00,-1259,-20,4312,70,-11,-2607,333,-178,-181,25.15,996.9,0.5,500,41.56
2025/03/23-11:13:30,-1758,-304,4357,-254,-420,2287,379,-18,-188,24.53,996.78,0.46,500,40.95
2025/03/23-11:14:00,-1226,474,4593,200,-139,-963,499,-98,-160,24.6,996.54,0.48,500,41.84
2025/03/23-11:14:30,-522,92,4475,-114,239,2790,330,-71,-41,24.81,996.59,0.47,500,39.81
2025/03/23-11:15:00,1456,-318,4334,-252,415,-1404,382,-169,-143,25.68,996.89,0.46,500,39.38
2025/03/23-11:15:30,1357,113,3863,-115,-381,-2538,205,-73,-217,25.96,996.74,0.5,500,41.72
2025/03/23-11:16:00,-1006,50,3894,144,19,532,394,-7,-18,25.21,996.94,0.49,500,41.0
2025/03/23-11:16:30,130,8,4014,-462,-51,2591,438,-227,-134,24.68,996.7,0.47,500,39.8
2025/03/23-11:17:00,-1340,409,4045,-205,-349,1621,451,-68,-249,25.94,996.76,0.46,500,40.63
2025/03/23-11:17:30,599,-65,3962,-42,177,465,248,-203,-12,24.51,996.62,0.47,500,41.34
2025/03/23-11:18:00,1729,-49,4396,-18,-152,691,261,-101,-154,24.65,996.91,0.45,500,41.15
2025/03/23-11:18:30,1636,93,3925,-403,379,2348,267,-245,-5,24.67,996.98,0.49,500,40.01
2025/03/23-11:19:00,346,9,3944,167,199,1422,310,-124,-204,25.07,996.84,0.46,500,40.62
2025/03/23-11:19:30,1187,403,3819,-376,-356,-2646,425,-30,-166,25.48,996.56,0.48,500,41.7
2025/03/23-11:20:00,491,284,4096,-441,-486,-1845,299,-136,-184,24.9,996.55,0.48,500,41.65
2025/03/23-11:20:30,306,-394,4065,-376,281,-189,432,-211,-215,24.68,996.81,0.47,500,40.39
2025/03/23-11:21:00,-1747,-429,3942,28,456,-2596,353,-162,-224,24.69,996.62,0.49,500,40.02
2025/03/23-11:21:30,-1872,228,4225,405,-225,-924,268,-180,-224,25.69,996.64,0.45,500,41.39
2025/03/23-11:22:00,-1500,-263,3986,66,189,-2703,269,-166,-61,25.21,996.92,0.47,500,40.4
2025/03/23-11:22:30,-662,-455,3955,266,-117,2444,473,-68,-20,25.92,996.62,0.47,500,41.55
2025/03/23-11:23:00,707,75,4394,-144,175,2306,356,-36,-17,24.53,996.92,0.47,500,41.21
2025/03/23-11:23:30,1114,317,4462,150,490,-410,214,-157,-98,24.8,996.73,0.45,500,41.12
2025/03/23-11:24:00,362,234,4522,-2,475,-2290,385,-184,-175,24.57,996.67,0.47,500,41.78
2025/03/23-11:24:30,469,223,4195,-33,-226,425,301,-211,-185,25.99,996.55,0.48,500,41.52
2025/03/23-11:25:00,-1901,55,4288,346,473,-880,425,-72,-182,25.74,996.68,0.47,500,40.64
2025/03/23-11:25:30,66,66,3969,-286,140,-1240,460,-68,-101,25.81,996.86,0.5,500,40.64
2025/03/23-11:26:00,-609,-292,3919,114,274,-1613,246,-2,-228,25.82,996.73,0.47,500,40.41
2025/03/23-11:26:30,700,306,3960,-281,-297,-2603,356,-76,-221,25.83,996.64,0.46,500,41.91
2025/03/23-11:27:00,1889,-216,4577,-410,401,1619,383,-141,-16,25.8,996.51,0.5,500,41.73
2025/03/23-11:27:30,868,-90,4395,-52,-141,2310,234,-124,-203,25.64,996.86,0.45,500,40.68
2025/03/23-11:28:00,-53,-300,3906,192,-359,-1622,454,-69,-100,25.78,996.66,0.48,500,41.05
2025/03/23-11:28:30,-1667,35,4060,246,-382,1529,326,-179,-15,24.97,996.64,0.5,500,39.38
2025/03/23-11:29:00,1383,-220,4273,352,-48,2232,273,-135,-129,25.93,996.56,0.47,500,40.94
2025/03/23-11:29:30,1925,-105,3934,-411,-180,2199,282,-75,-244,25.06,996.9,0.46,500,41.01
2025/03/23-11:30:00,-352,-423,4230,218,-80,-2569,285,-46,-202,24.68,996.88,0.49,500,40.53
2025/03/23-11:30:30,1437,418,4491,-410,-333,-268,462,-214,-210,24.93,996.55,0.46,500,41.88
2025/03/23-11:31:00,878,267,4043,-144,361,942,380,-66,-190,25.56,996.56,0.46,500,40.0
2025/03/23-11:31:30,-1452,291,4045,358,-188,996,328,-20,-162,25.65,996.83,0.45,500,41.02
2025/03/23-11:32:00,683,94,4534,-238,-284,1513,309,-29,-224,24.57,996.83,0.47,500,39.25
2025/03/23-11:32:30,130,-432,4479,-317,413,-1394,238,-168,-95,25.55,996.92,0.48,500,39.7
2025/03/23-11:33:00,-185,113,4582,-113,-463,1129,322,-149,-246,24.98,996.96,0.45,500,40.03
2025/03/23-11:33:30,-1152,-420,3878,335,360,778,478,-51,-171,25.68,996.61,0.49,500,41.4
2025/03/23-11:34:00,758,-409,3822,90,461,-1128,308,-205,-224,24.89,996.63,0.49,500,39.91
2025/03/23-11:34:30,-1720,28,4006,454,-401,-1174,238,-59,-224,24.99,996.56,0.5,500,39.68
2025/03/23-11:35:00,1074,-412,3921,412,368,-118,333,-190,-244,25.52,996.57,0.46,500,40.33
2025/03/23-11:35:30,1155,53,4096,-129,246,115,288,-80,-160,25.19,996.82,0.5,500,39.75
2025/03/23-11:36:00,-553,163,4034,32,-329,1005,244,-232,-76,25.11,996.78,0.46,500,41.41
2025/03/23-11:36:30,1210,444,4493,-260,-169,481,258,-42,-173,25.39,996.69,0.5,500,39.06
2025/03/23-11:37:00,27,-371,4280,273,-93,-2809,386,-206,-115,24.85,996.78,0.47,500,41.37
2025/03/23-11:37:30,-1608,-377,3863,-357,-4,-2660,225,-79,-180,24.55,996.93,0.47,500,41.87
2025/03/23-11:38:00,-691,69,4018,-429,371,-1554,421,-124,-171,24.54,996.83,0.45,500,41.39
2025/03/23-11:38:30,-416,492,4575,-144,63,-1134,457,-188,-130,25.81,996.71,0.47,500,40.38
2025/03/23-11:39:00,584,285,3901,-62,-50,2954,420,-68,-167,25.33,996.72,0.45,500,39.84
2025/03/23-11:39:30,-1920,81,4553,-368,-443,-926,384,-4,-21,25.35,996.76,0.47,500,39.86
2025/03/23-11:40:00,1760,385,4431,-472,57,-1677,312,-45,-222,25.88,996.73,0.46,500,41.25
2025/03/23-11:40:30,1539,-196,4330,405,95,2351,412,-179,-91,25.48,996.7,0.48,500,40.77
2025/03/23-11:41:00,-540,288,4135,-497,-481,104,225,-44,-178,24.79,996.76,0.48,500,40.42
2025/03/23-11:41:30,-81,-11,3949,260,113,1401,429,-87,-1,25.42,996.94,0.47,500,40.15
2025/03/23-11:42:00,818,-84,4511,350,-205,741,406,-129,-171,25.78,996.69,0.46,500,39.69
2025/03/23-11:42:30,1375,-165,4266,-271,105,-551,300,-196,-172,25.62,996.75,0.49,500,39.96
2025/03/23-11:43:00,-580,42,4272,458,-435,139,295,-25,-7,25.53,996.99,0.49,500,40.1
2025/03/23-11:43:30,461,-316,4452,485,-216,-662,255,-175,-173,25.36,996.58,0.46,500,39.48
2025/03/23-11:44:00,909,-171,4593,125,-50,165,389,-199,-170,24.66,996.88,0.49,500,39.73
2025/03/23-11:44:30,1609,312,4218,68,435,-2587,491,-36,-214,25.23,996.66,0.47,500,39.81
2025/03/23-11:45:00,653,-169,3815,248,358,639,404,-18,-246,24.93,996.83,0.5,500,41.6
2025/03/23-11:45:30,-701,-311,4409,310,-423,2667,422,-97,-34,25.58,996.95,0.46,500,39.01
2025/03/23-11:46:00,-1650,338,4554,161,313,-2036,296,-244,-83,25.0,996.84,0.47,500,41.74
2025/03/23-11:46:30,-1026,-29,4175,-392,221,-741,286,-204,-47,25.24,996.61,0.46,500,39.89
2025/03/23-11:47:00,1559,335,4281,106,-218,-1559,206,-117,-32,24.91,996.57,0.49,500,40.35
2025/03/23-11:47:30,122,425,4275,-167,263,-2397,462,-241,-221,24.54,996.52,0.45,500,41.75
2025/03/23-11:48:00,-1369,-196,4593,77,157,-2661,373,-6,-19,25.29,996.85,0.48,500,40.36
2025/03/23-11:48:30,-1509,-379,4257,-323,361,1429,265,-25,-155,24.65,996.62,0.47,500,41.23
2025/03/23-11:49:00,1342,350,4567,160,-428,-1629,332,-197,-45,25.83,996.84,0.49,500,39.17
2025/03/23-11:49:30,-1208,-4,4268,-327,438,-953,255,-144,-185,25.16,996.86,0.5,500,39.05
2025/03/23-11:50:00,-507,-170,4121,-178,-178,-1246,445,-94,-48,25.0,996.51,0.46,500,40.5
2025/03/23-11:50:30,-1140,379,4224,238,199,816,302,-191,-244,25.69,996.61,0.48,500,41.26
2025/03/23-11:51:00,-1101,467,4169,-26,-318,1730,263,-95,-48,25.33,996.93,0.47,500,39.62
2025/03/23-11:51:30,-225,42,4040,133,-225,1699,306,-9,-222,25.67,997.0,0.49,500,39.23
2025/03/23-11:52:00,-416,-277,4196,414,469,-2509,465,-34,-130,25.54,996.51,0.49,500,40.71
2025/03/23-11:52:30,1913,400,4566,-249,-101,-391,432,-165,-26,24.7,996.55,0.46,500,40.2
2025/03/23-11:53:00,1903,134,4548,-376,24,916,442,-181,-118,24.77,996.98,0.47,500,40.61
2025/03/23-11:53:30,1856,-231,4227,56,257,2797,355,-121,-30,24.9,996.63,0.46,500,39.72
2025/03/23-11:54:00,1669,-291,3917,70,456,1096,201,-148,-214,25.64,996.61,0.45,500,40.76
2025/03/23-11:54:30,1185,44,3942,416,262,-1560,426,-98,-5,25.59,996.92,0.49,500,39.58
2025/03/23-11:55:00,-836,-18,4127,-229,-145,-762,204,-219,-211,25.59,996.54,0.5,500,40.24
2025/03/23-11:55:30,423,-445,4417,182,-371,-2520,311,-171,-49,25.34,996.88,0.46,500,41.59
2025/03/23-11:56:00,1087,-70,3914,-354,221,-2598,471,-195,-175,24.56,996.57,0.47,500,39.65
2025/03/23-11:56:30,-1684,-91,4126,307,-102,2470,236,-5,-145,25.7,996.71,0.47,500,41.38
2025/03/23-11:57:00,1011,32,4476,-241,-60,-1390,403,-146,-77,25.08,996.74,0.5,500,41.81
2025/03/23-11:57:30,-342,433,3967,-167,-427,2775,439,-232,-232,24.63,996.86,0.48,500,41.68
2025/03/23-11:58:00,758,70,4194,33,-144,-75,488,-21,-19,25.99,996.75,0.47,500,39.08
2025/03/23-11:58:30,1320,434,4437,-137,380,-873,405,-140,-224,25.47,996.75,0.49,500,41.77
2025/03/23-11:59:00,-1046,-189,4485,-38,360,2283,441,-97,-219,24.65,996.89,0.46,500,39.88
2025/03/23-11:59:30,-588,292,4094,-486,74,-1882,399,-206,-79,25.09,996.73,0.45,500,39.49
2025/03/23-12:00:00,515,-431,4277,286,435,2700,271,-205,-159,25.69,996.95,0.46,500,40.62
2025/03/23-12:00:30,809,-181,3884,-491,489,1384,384,-21,-39,25.74,996.64,0.45,500,39.72
2025/03/23-12:01:00,-194,388,4200,-409,-157,1677,369,-205,-119,24.56,996.66,0.46,500,40.68
2025/03/23-12:01:30,553,-338,4013,145,22,899,379,-22,-9,25.37,996.76,0.47,500,39.47
2025/03/23-12:02:00,1860,175,4149,-270,-198,-1521,456,-106,-241,25.44,996.65,0.48,500,40.19
2025/03/23-12:02:30,-1185,-62,4464,24,220,-1795,436,-149,-189,25.48,996.91,0.48,500,41.9
2025/03/23-12:03:00,-597,-64,4326,111,234,-464,466,-87,-221,25.57,996.67,0.47,500,40.18
2025/03/23-12:03:30,895,467,4094,-124,145,1701,492,-153,-240,24.83,996.53,0.47,500,40.73
2025/03/23-12:04:00,-155,15,4041,98,-436,2884,242,-72,-56,25.24,996.88,0.47,500,41.01
2025/03/23-12:04:30,666,-290,4466,59,461,350,396,-129,-30,25.88,996.91,0.45,500,41.09
2025/03/23-12:05:00,526,-236,4029,5,82,2350,206,-113,-115,24.64,996.95,0.5,500,40.35
2025/03/23-12:05:30,-467,47,4075,-116,315,-2546,226,-168,-69,24.8,996.69,0.48,500,40.49
2025/03/23-12:06:00,1337,236,4599,496,-301,-2327,497,-107,-111,25.72,996.57,0.47,500,39.78
2025/03/23-12:06:30,-1461,455,4085,-373,-84,1231,234,-119,-209,25.27,996.89,0.47,500,39.02
2025/03/23-12:07:00,511,378,4597,162,-37,-1726,366,-103,-47,24.91,996.58,0.49,500,40.57
2025/03/23-12:07:30,-727,-72,4476,259,-167,1370,396,-171,-117,25.13,996.73,0.47,500,39.16
2025/03/23-12:08:00,471,176,3826,-466,366,93,247,-142,-152,24.82,996.83,0.47,500,39.14
2025/03/23-12:08:30,1793,-312,4275,-35,-467,-1210,262,-84,-109,25.34,996.84,0.47,500,41.71
2025/03/23-12:09:00,-1141,-226,3994,426,262,340,330,-73,-42,25.65,996.98,0.45,500,41.22
2025/03/23-12:09:30,1749,48,4494,75,-448,583,248,-146,-200,25.8,996.61,0.45,500,39.74
2025/03/23-12:10:00,1314,175,4057,-343,-76,-1228,484,-66,-129,25.65,996.66,0.49,500,40.94
2025/03/23-12:10:30,716,-407,4089,370,117,617,383,-186,-43,24.82,996.83,0.47,500,39.01
2025/03/23-12:11:00,-1418,-240,3982,-234,301,2495,371,-183,-161,25.66,996.97,0.49,500,39.64
2025/03/23-12:11:30,-1779,-429,3999,-336,477,-167,415,-47,-233,25.61,996.98,0.47,500,39.9
2025/03/23-12:12:00,-658,212,4099,-368,104,2987,491,-137,-94,25.25,996.56,0.45,500,39.93
2025/03/23-12:12:30,1642,447,4529,348,287,-1458,304,-228,-32,24.95,996.57,0.46,500,39.93
2025/03/23-12:13:00,805,-199,3885,-411,-429,-1705,470,-223,-173,24.8,996.97,0.5,500,41.75
2025/03/23-12:13:30,-1414,14,4175,-194,-435,-543,232,-101,-105,25.29,996.8,0.48,500,40.83
2025/03/23-12:14:00,-463,-331,4446,-255,-194,2210,437,-234,-13,25.97,996.82,0.47,500,39.37
2025/03/23-12:14:30,-26,223,4021,189,484,-1260,316,-193,-71,25.39,996.81,0.48,500,41.27
2025/03/23-12:15:00,1323,65,4509,-23,-82,-715,408,-210,-227,25.03,996.62,0.48,500,39.98
2025/03/23-12:15:30,-64,459,4419,-187,-75,1011,206,-162,-90,24.62,996.68,0.49,500,41.01
2025/03/23-12:16:00,1249,-153,4523,-38,372,1528,414,-63,-93,25.1,996.9,0.5,500,39.13
2025/03/23-12:16:30,838,-156,3876,123,-188,1634,468,-36,-19,25.84,996.68,0.46,500,40.23
2025/03/23-12:17:00,1442,320,3929,-387,-415,-1197,244,-128,-90,25.44,996.99,0.48,500,39.13
2025/03/23-12:17:30,1372,203,4197,-133,-246,2883,417,-59,-131,24.5,996.84,0.46,500,41.84
2025/03/23-12:18:00,-1372,-377,4025,-115,302,321,461,-219,-104,25.14,996.57,0.46,500,41.88
2025/03/23-12:18:30,1604,-155,3902,271,-232,2249,366,-201,-75,25.86,996.66,0.48,500,40.93
2025/03/23-12:19:00,1900,-217,4000,-98,-261,2057,212,-22,-202,24.95,996.57,0.47,500,41.52
2025/03/23-12:19:30,-296,436,3931,438,-431,1180,477,-134,-214,25.92,996.88,0.48,500,39.38
2025/03/23-12:20:00,-671,86,4083,-363,157,2768,242,-197,-66,24.77,996.68,0.46,500,40.49
2025/03/23-12:20:30,577,-363,4507,-189,-264,205,481,-105,-197,24.91,996.72,0.47,500,40.66
2025/03/23-12:21:00,1330,44,4528,-500,-474,1599,416,-88,-91,25.01,996.74,0.46,500,39.98
2025/03/23-12:21:30,811,20,4013,345,-232,-738,303,-102,-225,25.88,996.53,0.49,500,40.66
2025/03/23-12:22:00,-678,-289,4535,-163,-28,-501,329,-127,-242,25.65,996.7,0.48,500,39.41
2025/03/23-12:22:30,-133,133,4272,-400,491,-619,497,-86,-46,25.26,996.56,0.49,500,41.66
2025/03/23-12:23:00,413,-394,4241,-20,-378,32,284,-34,-190,25.3,996.73,0.48,500,40.15
2025/03/23-12:23:30,408,65,4294,-5,356,2334,388,-140,-44,25.09,996.71,0.47,500,41.76
2025/03/23-12:24:00,-9,459,3812,-275,221,-347,268,-46,-51,25.79,996.54,0.5,500,39.94
2025/03/23-12:24:30,1815,-403,4471,-291,-246,-2931,303,-148,-241,25.45,996.55,0.46,500,40.39
2025/03/23-12:25:00,486,-334,4166,-408,480,1597,464,-9,-102,25.52,996.63,0.47,500,40.34
2025/03/23-12:25:30,1899,290,4004,-483,-1,1110,431,-119,-247,25.38,996.85,0.48,500,41.05
2025/03/23-12:26:00,-1954,-73,4206,397,449,2474,271,-201,-63,24.7,996.51,0.45,500,41.13
2025/03/23-12:26:30,-1987,65,4020,392,498,1898,458,-237,-29,25.41,997.0,0.46,500,41.62
2025/03/23-12:27:00,1213,399,3874,-164,-128,-745,362,-119,-19,25.99,996.95,0.49,500,41.9
2025/03/23-12:27:30,-686,-86,4205,-106,-410,-1252,337,-50,-89,25.43,996.61,0.49,500,41.47
2025/03/23-12:28:00,1911,410,3912,-267,-221,-1352,451,-24,-159,25.86,996.68,0.47,500,41.1
2025/03/23-12:28:30,-894,467,4025,-470,-340,-2069,267,-8,-103,24.84,996.78,0.49,500,41.7
2025/03/23-12:29:00,1408,-158,4440,-262,48,2065,211,-219,-88,25.49,996.62,0.48,500,39.09
2025/03/23-12:29:30,-1639,-346,4277,-395,336,-1819,442,-25,-237,24.61,996.77,0.49,500,39.78
2025/03/23-12:30:00,-627,88,3859,440,-245,2021,339,-163,-187,25.07,996.73,0.47,500,39.19
2025/03/23-12:30:30,-1975,-158,4386,-275,15,-1388,357,-228,-110,25.7,996.51,0.45,500,41.5
2025/03/23-12:31:00,-445,202,4146,465,118,-2516,304,-234,-54,25.52,996.69,0.49,500,40.23
2025/03/23-12:31:30,-1867,436,4162,130,-497,2705,217,-188,-230,24.73,996.99,0.49,500,41.73
2025/03/23-12:32:00,-1822,13,4027,-337,222,-2313,200,-84,-81,25.61,996.84,0.46,500,41.49
2025/03/23-12:32:30,-1404,-231,4458,-153,265,1672,346,-191,-141,24.71,996.68,0.47,500,41.57
2025/03/23-12:33:00,1609,179,3866,-192,230,1857,449,-182,-86,25.87,996.89,0.47,500,39.72
2025/03/23-12:33:30,-561,-357,4419,-105,226,-814,201,-25,-217,25.78,996.97,0.46,500,40.56
2025/03/23-12:34:00,1745,-273,4590,323,-35,605,338,-220,-102,25.13,996.71,0.47,500,39.67
2025/03/23-12:34:30,1719,-362,3942,305,239,-2901,419,-42,-92,24.8,996.56,0.46,500,39.74
2025/03/23-12:35:00,134,-419,4439,-201,-316,75,236,-155,-69,25.82,996.95,0.48,500,40.12
2025/03/23-12:35:30,-376,-339,3835,-355,43,345,497,-123,-179,25.87,996.84,0.49,500,39.18
2025/03/23-12:36:00,1180,146,4059,62,319,-526,431,-115,-186,25.85,996.75,0.48,500,39.85
2025/03/23-12:36:30,436,-262,4533,223,440,1861,222,-89,-158,24.7,996.83,0.46,500,39.84
2025/03/23-12:37:00,1599,475,4495,-293,-16,394,245,-61,-184,25.58,996.74,0.47,500,39.14
2025/03/23-12:37:30,-833,137,4099,294,86,2633,246,-155,-147,25.22,996.99,0.49,500,40.07
2025/03/23-12:38:00,-633,259,4360,-138,-191,-1246,223,-147,-124,25.3,996.7,0.47,500,39.69
2025/03/23-12:38:30,1414,418,3904,-245,-20,-1656,235,-78,-193,25.59,996.84,0.47,500,39.48
2025/03/23-12:39:00,-1694,-238,3927,-155,79,-2741,340,-87,-62,25.48,996.51,0.49,500,40.73
2025/03/23-12:39:30,-1624,397,4125,325,383,-1395,226,-78,-149,25.55,996.79,0.48,500,39.1
2025/03/23-12:40:00,423,-323,4352,-445,-201,1922,302,-181,-127,25.49,996.6,0.49,500,39.97
2025/03/23-12:40:30,-1800,-9,3966,-430,-14,525,257,-59,-20,24.85,996.84,0.49,500,39.1
2025/03/23-12:41:00,-1255,113,4038,193,338,813,431,-249,-225,25.18,996.8,0.47,500,39.97
2025/03/23-12:41:30,-102,87,4512,-116,-462,-1098,374,-122,-200,25.8,996.99,0.47,500,39.74
2025/03/23-12:42:00,1381,104,4372,-284,96,-2979,374,-11,-38,25.24,996.85,0.49,500,41.66
2025/03/23-12:42:30,-1598,336,4066,-393,279,-1599,356,-247,-99,24.94,996.92,0.45,500,40.82
2025/03/23-12:43:00,-1034,-174,4591,151,315,-1545,284,-138,-240,25.16,996.73,0.46,500,40.77
2025/03/23-12:43:30,992,-347,4017,480,-144,-2910,485,-8,-118,25.72,996.73,0.46,500,41.74
2025/03/23-12:44:00,-1616,-35,4230,338,-488,-2331,244,-111,-21,25.52,996.72,0.46,500,41.6
2025/03/23-12:44:30,-1422,-211,3961,469,320,-2070,438,-124,-66,24.6,996.72,0.47,500,41.95
2025/03/23-12:45:00,1068,-151,3810,435,288,-2181,392,-24,-117,24.98,996.99,0.48,500,40.72
2025/03/23-12:45:30,-1287,-178,3886,148,-368,2048,334,-211,-115,24.99,996.78,0.48,500,39.89
2025/03/23-12:46:00,1258,-123,4380,-332,-276,2414,469,-59,-97,24.65,996.83,0.5,500,40.73
2025/03/23-12:46:30,-813,-170,3801,-229,453,1021,202,-26,-124,24.56,996.63,0.49,500,39.08
2025/03/23-12:47:00,1582,-363,4220,458,-357,-1254,462,-122,-194,25.17,996.58,0.5,500,40.94
2025/03/23-12:47:30,-1991,437,4485,242,404,2823,392,-125,-185,24.77,996.56,0.5,500,40.03
2025/03/23-12:48:00,-404,-492,4574,454,29,1758,461,-195,-204,25.65,996.66,0.45,500,39.04
2025/03/23-12:48:30,471,374,4063,1,234,494,458,-245,-140,25.31,996.91,0.46,500,40.3
2025/03/23-12:49:00,1599,130,4469,186,124,-2688,284,-230,-52,24.72,996.72,0.46,500,39.96
2025/03/23-12:49:30,-925,304,4011,-251,472,-876,272,-194,-236,25.93,996.81,0.47,500,40.84
2025/03/23-12:50:00,94,97,4099,-144,239,692,462,-142,-36,25.84,996.66,0.49,500,39.28
2025/03/23-12:50:30,1804,51,4383,-152,-387,1271,437,-42,-200,25.75,996.91,0.45,500,39.28
2025/03/23-12:51:00,-487,-165,3955,368,191,-2049,222,-140,-111,25.46,996.99,0.46,500,39.14
2025/03/23-12:51:30,-1364,25,4233,480,310,1457,305,-133,-150,24.72,996.7,0.49,500,39.26
2025/03/23-12:52:00,-252,-383,4492,218,-140,-2258,472,-134,-29,25.33,996.99,0.48,500,41.22
2025/03/23-12:52:30,886,82,4587,-411,-375,-1310,356,-27,-174,24.67,996.6,0.49,500,40.1
2025/03/23-12:53:00,843,-199,4120,-314,81,-2624,427,-99,-25,24.7,996.61,0.5,500,41.08
2025/03/23-12:53:30,-940,203,4357,-317,-6,1290,408,-62,-137,25.0,996.54,0.49,500,39.91
2025/03/23-12:54:00,-1919,-86,4440,-129,317,112,206,-153,-192,25.31,996.89,0.47,500,39.18
2025/03/23-12:54:30,-1402,483,4387,228,166,-2721,491,-81,-222,25.13,996.65,0.48,500,40.79
2025/03/23-12:55:00,1045,-78,4146,-54,300,-1293,448,-145,-177,25.34,996.92,0.49,500,41.82
2025/03/23-12:55:30,-601,285,4029,-274,-113,1367,456,-1,-142,25.01,996.95,0.47,500,41.15
2025/03/23-12:56:00,-1107,-196,3892,145,-404,509,332,-98,-181,24.9,996.88,0.46,500,41.18
2025/03/23-12:56:30,222,-208,3993,-385,277,-2764,202,-118,-218,25.16,996.89,0.46,500,40.27
2025/03/23-12:57:00,157,304,4135,-59,159,-1006,209,-28,-242,24.82,996.92,0.48,500,39.04
2025/03/23-12:57:30,1124,425,4288,170,-181,-752,336,-205,-107,25.76,996.81,0.45,500,40.06
2025/03/23-12:58:00,-1667,206,3839,181,-81,-281,310,-155,-24,25.09,996.93,0.46,500,40.87
2025/03/23-12:58:30,1355,-116,4439,-255,-175,-2959,305,-141,-56,24.67,996.54,0.47,500,41.93
2025/03/23-12:59:00,1535,179,4043,260,-424,661,248,-81,-57,25.68,996.66,0.49,500,40.73
2025/03/23-12:59:30,-418,47,4295,200,-88,-1834,361,-88,-221,25.33,996.75,0.5,500,40.9
2025/03/23-13:00:00,-1318,231,3810,296,463,-629,385,-139,-4,25.01,996.84,0.48,500,41.05
2025/03/23-13:00:30,-740,-97,4224,-89,-457,2009,374,-32,-234,24.8,996.61,0.48,500,40.05
2025/03/23-13:01:00,-1353,-337,4295,416,-122,1971,232,-34,-148,24.95,996.82,0.49,500,41.03
2025/03/23-13:01:30,-175,-460,3890,116,270,1779,377,-148,-207,25.09,996.95,0.45,500,41.73
2025/03/23-13:02:00,-1393,-322,4142,-406,-230,607,350,-174,-104,24.54,996.91,0.48,500,40.21
2025/03/23-13:02:30,-142,-320,3836,-169,-262,-2632,312,-159,-236,24.66,996.6,0.49,500,41.22
2025/03/23-13:03:00,-1352,331,4288,-113,-4,82,349,-7,-1,24.71,996.57,0.49,500,39.21
2025/03/23-13:03:30,-179,-436,4314,238,104,-2488,232,-57,-49,25.51,996.52,0.47,500,41.63
2025/03/23-13:04:00,1781,-34,3809,190,-148,-2989,307,-47,-29,24.72,996.59,0.48,500,40.33
2025/03/23-13:04:30,-797,-238,4024,152,13,2835,245,-245,-216,25.18,996.99,0.47,500,39.47
2025/03/23-13:05:00,-566,-389,4512,494,477,981,439,-14,-141,25.41,996.56,0.48,500,40.5
2025/03/23-13:05:30,1461,-260,4264,190,-95,1556,206,-21,-193,25.87,996.76,0.5,500,40.7
2025/03/23-13:06:00,-1517,473,4428,471,351,-89,244,-199,-153,25.2,996.82,0.45,500,40.14
2025/03/23-13:06:30,-322,83,4190,318,405,2648,379,-187,-42,24.85,996.96,0.46,500,39.57
